pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	-log10FDR
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	0.0555555555555556	0.322204557498675	0.282796025858989	1.50326122594954	0	111	AIF1;STAT5A;RCC2;CCND3;RRM2B;STIL;HES1;ADAM17;BRCA2;CDC25B;TGFB1;CDC23;USP2;RAB11A;DBF4B;LSM10;RRM2;UBE2C;CDK4;MEPCE;CUL4B;EIF4EBP1;CDK1;VPS4B;CDC25C;LSM11	0.491868320892196
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.0575296108291032	0.322204557498675	0.331574029265634	1.36993097358371	33	30	LUM;ST3GAL2;B3GNT2;GALNS;B4GALT5;HEXA;OGN;GLB1;HEXB;ST3GAL6;B4GALT1	0.491868320892196
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	0.0579150579150579	0.322204557498675	0.297329117068513	1.35016677137843	14	50	TEX14;MAD2L2;KNL1;KNTC1;XRCC3;KAT5;BUB1;BUB1B;ZW10;DUSP1;CDK1;RAD21;MAD1L1;ZNF207;NDC80;BUB3;USP44;AURKB;INCENP;SKA3;NUMA1;IK;CDCA8;CDC20;HNRNPU;CCNB1;MAD2L1BP	0.491868320892196
GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT	0.0570342205323194	0.322204557498675	0.296435956507086	1.34160714737359	14	49	ZNF830;MRNIP;CDKN1A;RBBP8;RINT1;HUS1;NOP53;BABAM2;CDK1;BARD1	0.491868320892196
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.0585106382978723	0.322204557498675	0.306336649822364	1.33412407807308	21	40	IL1B;PNPLA8;PTGS2;CD74;TBXAS1;ACOT8;PLA2G4A;PTGES	0.491868320892196
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	0.0588235294117647	0.322204557498675	0.242925740464541	1.30781703461244	0	118	PLK3;ZNF830;MRNIP;CDKN1A;SDE2;CDK2;RBBP8;TEX14;TP53;RINT1;MSH2;HUS1;MAD2L2;KNL1;KNTC1;XRCC3;NOP53;RFWD3;BUB1;BABAM2;BUB1B;ZW10;DUSP1;CDK1;BARD1;MAD1L1;ZNF207;XPC;NABP2;NDC80;BUB3;ORC1;USP44;AURKB;INCENP;SKA3;DGKZ	0.491868320892196
GOBP_MITOTIC_NUCLEAR_MEMBRANE_ORGANIZATION	0.060882070949185	0.328668558673172	0.590864912860383	1.57313629218375	126	8	UBE2I;ANKLE2;SPAST	0.483241839720784
GOBP_AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY	0.0610847814639284	0.328668558673172	-0.706418098587428	-1.38947500727294	463	6	SPEF1;SPAG17;DNAJB13;CFAP91	0.483241839720784
GOBP_REGULATION_OF_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION	0.0627568173328353	0.334703025775121	0.720149374320555	1.5687850806655	167	5	MCUB;PSEN2;UCP2	0.475340361524807
GOBP_MITOCHONDRIAL_RESPIRASOME_ASSEMBLY	0.0648464163822526	0.342840184003561	-0.734076684874687	-1.37097451615514	474	5	HIGD1B	0.464908280482157
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	0.0661553211888782	0.343781498143914	0.579622571908652	1.54320434974592	137	8	DCN;ADCY10;PARP1	0.463717500162702
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.0659025787965616	0.343781498143914	0.294188923561374	1.2838347724033	22	42	DCN;CSGALNACT1;VCAN;UST;CHST15;HSPG2;GPC5;HEXA;B3GAT3;HYAL3;GPC4	0.463717500162702
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.066735112936345	0.34385549716354	0.383159301433534	1.39006774738932	64	20	LBR;MSMO1;LSS;ARV1;DHCR24;SREBF1;NSDHL;HMGCR	0.46362402826915
REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION	0.0706014194994397	0.360719857610583	0.711839913534877	1.55068361647795	188	5	TRMT10C;ELAC2	0.442829949133484
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	0.071805702217529	0.363815557902147	0.378549931930702	1.3896595324597	67	21	UBE2I;NUP205;TNPO1;NUP35;NUP54;AHCTF1;SEC13;NUP133;NUP107	0.439118733071927
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.0724431818181818	0.364012021036814	0.34101055375101	1.34593833674934	50	27	PPM1A;TSC1;LAMTOR4;PRKAB1;RRAGA;LAMTOR3;PRKAB2;RRAGC;RRAGD;PRKAA2;LAMTOR1;LAMTOR5	0.438884274087891
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	0.0744985673352436	0.371271548687115	0.289248144161372	1.26227330666316	25	42	ID1;PLCL1;TFE3;PGAM5;IL15;ADAM17;NOTCH1	0.430308330390375
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE	0.0773067331670823	0.37778640776699	0.649891780640995	1.52824693463045	185	6	BCS1L;MOAP1;OXA1L	0.42275367144855
GOBP_MITOTIC_DNA_REPLICATION	0.076988879384089	0.37778640776699	0.409894267550691	1.38504546063727	89	16	ZMPSTE24;BRCA2;POLA1;MCM3;GINS1;MCM6	0.42275367144855
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0776699029126214	0.37778640776699	0.261686531657361	1.21686201179355	15	56	CD9;PLAUR;CXCL16;ACTG1;ACSS2;LSS;PPARG;MAL2;NIBAN1;TRIB3;NSDHL;SEMA3B;HMGCR;FADS2;ANXA5;PLSCR2;STARD4;ANTXR2;PNRC1;JAG1	0.42275367144855
GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSCRIPTION	0.0800575263662512	0.383653846153846	0.555867287546846	1.47995757514935	166	8	TEFM;THAP11;METTL4	0.416060443612032
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	0.08203125	0.383653846153846	0.380764558109918	1.36094101308688	83	19	SSBP1;TP53;RRM2B;TEFM;PARP1;METTL4	0.416060443612032
GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION	0.0804911323328786	0.383653846153846	0.345547639592558	1.34140703495216	58	26	DCN;SPIRE1;PGAM5;MUL1;PPARG;RALA;LRRK2	0.416060443612032
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	0.0818553888130969	0.383653846153846	0.34384814547613	1.3348096425743	59	26	IL1B;PTGS2;CD74	0.416060443612032
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	0.0816326530612245	0.383653846153846	0.357107513116638	1.32443460117188	71	22	MCUB;PMPCB;SELENON;PSEN2;SLC8B1;HSPA9;MCU;UCP2;GHITM;MICU1	0.416060443612032
GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING	0.0838926174496644	0.38936420923203	0.549118277400831	1.46198881009675	174	8	TRMT10C;SUPV3L1;ELAC2;MTPAP	0.409643971787247
GOBP_INTERMEMBRANE_LIPID_TRANSFER	0.0862944162436548	0.397477311182895	0.321612519188124	1.3287740071317	50	30	GLTP;ATG2B;PLTP;OSBPL2;OSBPL8;PITPNA;TNFAIP8L3;PRELID3B;CIDEC;PITPNC1;C2CD2L;ABCA3	0.400687656716434
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	0.0869565217391304	0.397515527950311	0.237264776960277	1.1879976741101	3	84	SLC25A36;MCUB;SLC25A24;ADCY10;TOMM22;SAMM50;SLC25A28;ABCB10;DNAJC19;PMPCB;GFER;VDAC2;ABCB7;CPT2;SELENON;SLC25A21;SLC25A43;PSEN2;DNLZ;CCDC51;TIMM17A;SLC25A51;SLC8B1;HSPA9	0.400645902047963
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.0901639344262295	0.409102030829459	0.300479078360093	1.25969057550878	43	34	IL1B;PTGS2;CD74	0.388168364608596
GOBP_GLUCOSE_CATABOLIC_PROCESS	0.09375	0.422222222222222	0.374449372537074	1.33836907232118	95	19	TP53;ADCY10;BAD;PFKFB2;FOXK1;PFKM	0.374458912822515
GOBP_COMMON_BILE_DUCT_DEVELOPMENT	0.095629435935749	0.423300069621722	0.68129696334806	1.48414835826462	255	5	HES1;SOX9	0.37335166009597
GOBP_MITOCHONDRION_LOCALIZATION	0.0966767371601208	0.423300069621722	0.277513058395662	1.22421791143507	31	44	KIFBP;MARK2;TRAK1;TRAK2;MUL1;NECTIN2	0.37335166009597
REACTOME_ADIPOGENESIS	0.0967741935483871	0.423300069621722	0.235318778984169	1.21776610447586	2	97	TGS1;CCND3;CHD3;RELA;EBF1;EGR2;MED29;CARM1;MTA2;NCOA3;MED15;TGFB1;MED30;CEBPA;MED7;MED21;CDK4;NFKB1;EP300;PPARG;KLF4;MED25;CDK19;PRDM16;MED13;MED22;SREBF1;MED28;MED14;MED16;MED1	0.37335166009597
GOBP_POSITIVE_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	0.0949440370513315	0.423300069621722	-0.654968376027927	-1.33884575064546	737	7	LEP;LMO3;ALOX15B	0.37335166009597
GOBP_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	0.0976297968397291	0.423992260561109	0.488031441334851	1.40093022411154	172	10	CSGALNACT1;UST;HEXA;B3GAT3;HEXB	0.37264207082774
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	0.10261569416499	0.442484695406481	0.300571326548831	1.25439282161998	50	33	APOD;PLTP;KDM1B;EP300;AGO1;ABCG1;NR1H2;AGO2;CETP;HDAC3;RXRB;TBL1X;NCOR1;NCOA1;GPS2;TNRC6B;ABCA1;TBL1XR1;APOE;APOC2;KDM1A;NR1H3;APOC1;KDM4A;KDM3A;EEPD1;RXRA;APOC4;ABCG5;TNRC6A;TNRC6C;MOV10;ABCG8	0.354101746018041
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_INNER_MEMBRANE	0.105944391179291	0.453621055190202	0.529485468513355	1.40971783663705	220	8	TIMM8A;TIMM22;TIMM29	0.343306795515723
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	0.106694560669456	0.453638411797408	0.290599053655924	1.23286648947971	50	35	TGS1;CARM1;LSS;MTF1;SREBF1;MED1;HMGCR;NFYB;PMVK;SP1;IDI1;ACACA;SC5D;TBL1X;SMARCD3;CHD9;GGPS1;NCOA1;NCOA6;TBL1XR1;FDFT1;SREBF2;HMGCS1;MVK;CYP51A1;NCOA2;NFYA;RXRA;DHCR7;SQLE;NFYC;ELOVL6;GPAM;PPARA;MVD	0.343290178706509
GOBP_CAMKK_AMPK_SIGNALING_CASCADE	0.110738255033557	0.467561521252796	0.524008099271742	1.39513472609498	230	8	PCP4;ZMPSTE24;TREM2;LRRK2	0.330161237020882
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	0.113503813369224	0.475880135454604	0.556393964734894	1.40286293297254	252	7	THBS1;FABP3	0.322502423468751
GOBP_MITOCHONDRIAL_PROTEIN_CATABOLIC_PROCESS	0.115052732502397	0.475880135454604	0.519384886128184	1.38282574611608	239	8	HTRA2;BNIP3L	0.322502423468751
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	0.115170278637771	0.475880135454604	0.454145663472448	1.35492434191277	185	11	PPTC7;TP53;HTRA2	0.322502423468751
GOBP_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	0.115839243498818	0.475880135454604	0.336969775676298	1.26921338190786	97	23	G6PC3;TP53;G6PD;PGD;DERA;PRPS2;TALDO1;CCND2;HK3	0.322502423468751
GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	0.116868163500288	0.476884855088423	-0.548685285514197	-1.31272715799691	1014	14	LEP;LMO3;ALOX15B;ALOX15	0.321586469673425
GOBP_LIPOPROTEIN_LOCALIZATION	0.11890504704876	0.481961790704306	0.384997815918044	1.30091957733126	138	16	UNC119;MSR1;ZDHHC17;PRKCB;PPARG	0.316987390690691
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.125	0.496732026143791	0.301872077491002	1.62006030888963	0	146	ATP6AP1;HTRA2;FXN;DLST;NDUFV1;TOMM22;SURF1;SUPV3L1;IDH3B;SLC25A11;NDUFB4;VDAC2;ISCU;ATP6V1G1;ATP6V1C1;ABCB7;PMPCA;ATP5F1C;UQCRC1;NNT;NDUFS8;OXA1L;SLC25A43;COX15;MRPS12;VDAC3;TIMM17A;PHYH;DLD;NDUFB2;ATP5F1A;COX8A;HSPA9;HCCS;ACAT1;FDX1;OPA1;MRPS30;PRDX3;TOMM70;MGST3;MRPL11;BDH2;ATP6V1D;PDP1;CD320	0.303877838536807
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	0.125	0.496732026143791	0.284390203359058	1.50137170314645	0	139	MRPL9;HARS1;MRPL28;TRMT10C;MRPL53;MRPS2;RCC1L;MRPL3;GARS1;TEFM;SUPV3L1;MTERF3;ELAC2;MRPS26;TUFM;MRPS18B;MTRF1L;CHCHD1;MTERF4;THAP11;MRPL14;MRPS7;METTL4;MRPS25;OXA1L;MRPS12;TACO1;GFM1;MRPL2;MTPAP;MRPL21;MRPL32;MRPS6;SARS2;RMND1;DARS2;MRPS23;MRPS27;MRPS16;MRPL44;DDX3X;MRPS30;MRPL22;MTO1;MRPS18C;MRPS33;MRPL39;TWNK;MRPL11	0.303877838536807
GOBP_MITOCHONDRIAL_TRANSPORT	0.125	0.496732026143791	0.281625079883121	1.48184448862839	0	137	SLC25A36;MCUB;TP53;SLC25A24;ADCY10;BNIP3L;FLVCR1;MUL1;TIMM8A;TIMM22;BAD;TOMM22;SAMM50;SLC25A28;ABCB10;DNAJC19;GNB1L;PMPCB;GFER;EYA2;VDAC2;STARD3;ABCB7;CPT2;SELENON;SLC35F6;TIMM29;PPM1K;BAK1;SIVA1;SLC25A21;SLC25A43;PSEN2;DNLZ;CCDC51;LRRK2;TIMM17A;SLC25A51;SLC8B1;HSPA9;PPIF;BCL2L1;MCU;SLC25A26;BOK;ATP5IF1;SLC39A8;UCP2	0.303877838536807
GOBP_POSITIVE_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	0.127007844602167	0.501433568299463	0.652757754676879	1.42197808307749	339	5	SIRT3;PRKCD	0.299786595708406
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	0.130743369443407	0.512204605348425	0.649386728996565	1.41463458604424	349	5	HADHB;ECI1;DECR1;HADHA	0.290556521009298
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MEMBRANE	0.132237579379903	0.512204605348425	0.648382012382637	1.41244589507202	353	5	RAB8B;PEX5	0.290556521009298
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	0.1328125	0.512204605348425	0.355273249099247	1.26982915099	135	19	FXN;PARL;LMNA;BAK1;IFI6;PPIF;BCL2L1;OPA1;GHITM;NOL3;GPX1;PSMD10	0.290556521009298
REACTOME_THE_FATTY_ACID_CYCLING_MODEL	0.133105802047782	0.512204605348425	-0.683958159119184	-1.27737227675179	974	5	UCP3;UCP1	0.290556521009298
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	0.138263665594855	0.526153846153846	0.266866579829717	1.17914181922164	42	45	GPCPD1;PNPLA8;PLBD1;ABHD12;PLA2G4B;PLCG2;PLA2G4A	0.278887250586721
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	0.138461538461538	0.526153846153846	0.230070634813739	1.13707613203444	8	79	IL1B;SPP1;MSR1;DAB2;PLTP;PLA2G4A;FABP3;PTGES;CAV1;TREM2;C1QTNF1;ABCA5;PRKCD;ECRG4;ZC3H12A;IKBKE;NFKB1	0.278887250586721
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	0.140897755610973	0.52880145315723	0.577905577103116	1.35896845139753	338	6	MECR;HADHB;ECHS1;HADHA;ACADM;HADH	0.27670736007064
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	0.140684410646388	0.52880145315723	0.266458782575395	1.20593672709562	36	49	TRMT10C;MYG1;GARS1;TEFM;SUPV3L1;MTERF3;ELAC2;PDE12;MTERF4;THAP11;METTL4	0.27670736007064
GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS	0.142748671222475	0.529214585995518	0.399292966490243	1.28787982213552	187	14	RAB11FIP3;RAB11A;KIF20B;ECT2;ARF6;AURKB;INCENP;CDCA8;WNK1	0.276368194473067
GOBP_MITOCHONDRIAL_DNA_REPLICATION	0.142247510668563	0.529214585995518	0.400976733666971	1.2649336955427	199	13	SSBP1;RRM2B;TEFM;METTL4	0.276368194473067
GOBP_MITOTIC_DNA_REPLICATION_CHECKPOINT_SIGNALING	0.145569620253165	0.529978018646252	0.475615502044842	1.31015206210517	275	9	ZNF830;HUS1	0.275742142811678
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	0.144915932746197	0.529978018646252	0.384833940293712	1.2742740543888	180	15	IL1B;PLA2G4A;FABP3;PTGES	0.275742142811678
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	0.145299145299145	0.529978018646252	0.249914460987289	1.14290950454852	33	52	HTRA2;JAK2;ADCY10;IL10;GSKIP;TREM2;STK24;PARK7;PRKCD;PARP1	0.275742142811678
REACTOME_GLYCOSPHINGOLIPID_TRANSPORT	0.15211970074813	0.550528440802755	0.565840895435914	1.33059786213264	365	6	GLTP;ESYT2;CLN3	0.259220240062543
GOBP_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS	0.155417956656347	0.559136790810999	0.431044662562264	1.28600348463444	250	11	ACOT7;DPEP2;NUDT7;OXCT1;ACAT1	0.252481930527022
GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER	0.156691604322527	0.56040291428292	0.563136823598385	1.32423912730967	376	6	RILPL2;RILPL1;ARL6	0.251499614903572
GOBP_KERATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	0.165718349928876	0.589220799747115	0.391330571002741	1.23450361029789	232	13	ST3GAL2;B3GNT2;GLB1;ST3GAL6	0.229721930777205
GOBP_GLUCOSYLCERAMIDE_METABOLIC_PROCESS	0.167305848513902	0.591406720328213	0.483266232684368	1.28666237049404	348	8	GBA1;PRKCD	0.228113744766146
GOBP_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT_ASSEMBLY	0.169576059850374	0.595966730572413	0.551179659408358	1.29612136976201	407	6	RCC1L;MRM2	0.224777983770006
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.17462482946794	0.610183312163836	0.311490969175791	1.20919991775707	127	26	NUP210;NUP205;AAAS;NUP35;RAE1;NUP54;SEC13;NUP133;NUP107;NUP153	0.214539674003124
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	0.180425849831901	0.616779184414413	0.597230569721033	1.30101676250108	482	5	THBS1	0.209870291647279
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE	0.180379746835443	0.616779184414413	0.455735211676736	1.25538891138985	341	9	TTC39B;TREM2;PPARG;ABCG1;NR1H2	0.209870291647279
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS	0.177929854576561	0.616779184414413	0.363915845649621	1.22968294502594	207	16	CDC23;ANAPC4;UBE2C;CDC26;ANAPC2;UBE2S	0.209870291647279
GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	0.180570221752904	0.616779184414413	0.323825931621904	1.18876733233279	170	21	ADCY10;IL10;TREM2;PARK7;PARP1	0.209870291647279
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	0.181818181818182	0.617572371762316	0.302964922925128	1.19577561447841	127	27	GPCPD1;PNPLA8;ABHD12;PLA2G4B;PLA2G4A	0.209312141201402
GOBP_POSITIVE_REGULATION_OF_TYPE_2_MITOPHAGY	0.187236286919831	0.631934807211705	0.452580240412964	1.24669808426302	354	9	MUL1;GBA1	0.199327722870459
GOBP_CARNITINE_TRANSPORT	0.18812532912059	0.631934807211705	-0.626220527759142	-1.23173199285594	1428	6	SLC22A16;SLC16A9	0.199327722870459
GOBP_GLUCOSYLCERAMIDE_CATABOLIC_PROCESS	0.19424729174449	0.638991066736732	0.586728151118541	1.27813812342702	519	5	GBA1;PRKCD	0.194505213350304
GOBP_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	0.195367949196862	0.638991066736732	0.585356764113923	1.27515067172689	522	5	CDK1;GHITM;CCNB1	0.194505213350304
GOBP_PROTEIN_DEPALMITOYLATION	0.195741501680986	0.638991066736732	0.585056226953153	1.27449597669998	523	5	PPT1;ABHD17C;ABHD10	0.194505213350304
GOBP_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	0.196510560146924	0.638991066736732	0.338355872586483	1.19679584261522	213	18	MACROH2A1;TEFM;SIRT3;RHOA;VCP;PPIF	0.194505213350304
GOBP_MITOTIC_CYTOKINETIC_PROCESS	0.192100538599641	0.638991066736732	0.283908535406793	1.1786531563063	106	31	CHMP4B;RAB11FIP3;RAB11A;RHOA;KIF20B;MTMR3;ECT2;IQGAP1;PDCD6IP;VPS4B;ARF6;MTMR4;CHMP2A;AURKB	0.194505213350304
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.196531791907514	0.638991066736732	0.239485171517434	1.12653524511636	33	60	ST8SIA1;ST3GAL2;ST6GALNAC5;RFT1;SLC35C1;GFPT2;ALG13;RENBP;ST6GALNAC2;GLB1;CTSA;ST3GAL6;NPL;NANP;ALG3;GMPPA;ST6GAL1;GMDS;ST6GALNAC3	0.194505213350304
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP	0.198298906439854	0.641307101677826	-0.552766336247816	-1.23046631335399	1631	10	PAX6;GIP;FFAR1	0.192933950785372
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	0.203959656331715	0.647218173632361	0.577879814550642	1.25886276349281	545	5	ACADS;HADHB;ECHS1;HADHA;HADH	0.188949296405924
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	0.203959656331715	0.647218173632361	0.577879814550642	1.25886276349281	545	5	HADHB;ECHS1;HADHA;ACADM;HADH	0.188949296405924
GOBP_REGULATION_OF_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	0.206200971236459	0.647218173632361	0.575860243175379	1.25446329644357	551	5	PARK7;ISCU	0.188949296405924
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.202737382378101	0.647218173632361	0.356406939922394	1.20431011936044	236	16	TRIB3;CEACAM1;BRCA1;KLHL25;CYP7A1;ACADVL;SIRT1;ERLIN1;UBR4;ERLIN2;APOC1;DCAF5;INSIG1;WDTC1;INSIG2;ANGPTL4	0.188949296405924
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN	0.204862726849698	0.647218173632361	-0.515854269939786	-1.21611316426019	1760	13	COX6A2;COX4I2	0.188949296405924
GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION	0.206513693560326	0.647218173632361	-0.562533820199437	-1.22282517560615	1673	9	ZDHHC15;CLIP3;ZDHHC2;ZDHHC9	0.188949296405924
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.207792207792208	0.647885447885448	0.340950531550952	1.18175406118715	239	17	CCND3;CDKN1A;CDK2;CDKN1B;CDK4	0.18850177460634
GOBP_PROTEIN_LIPID_COMPLEX_ASSEMBLY	0.210884353741497	0.654171872830765	0.312647780504127	1.15954305991879	185	22	BIN1;PRKACA;FECH;NR1H2;SOAT1;SNX9;ABCA7;PRKACB;APOM;ABCA1;ACSL3;APOE;APOA2;MTTP;SOAT2;APOC1;APOB;PLAGL2;MFSD2A;LPCAT3;DGAT1;LCAT	0.184308132997645
GOBP_MITOCHONDRIAL_TRANSCRIPTION	0.215794306703398	0.655503520770863	0.331868054527959	1.17384783340606	234	18	TEFM;MTERF3;MTERF4;THAP11;METTL4	0.183424971331255
GOBP_MITOCHONDRIAL_FISSION	0.216704288939052	0.655503520770863	0.268514798446498	1.13717665823839	95	36	DCN;SPIRE1;PGAM5;MUL1;PPARG;RALA;LRRK2;MCU;MIEF2;UCP2;OPA1;DDHD1;TMEM135;MTFR1L;MTFR1;AP3B1;KDR;DNM1L;MTFR2;BNIP3;MIEF1;MTCH2;SLC25A46;CYRIB;DDHD2;MFF;VPS35;MYO19;STAT2;PRKN;PINK1;MARCHF5;MAPT;GDAP1;COX10;AURKA	0.183424971331255
GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION	0.213592233009709	0.655503520770863	0.238446115067772	1.10879233045757	43	56	TEX14;CDC23;MAD2L2;UBE2C;KNL1;KNTC1;XRCC3;BUB1;BUB1B;ZW10;DUSP1;RAD21;MAD1L1;ZNF207;NDC80;BUB3;USP44;AURKB;INCENP;SKA3;IK;CDCA8;CDC20;CCNB1;MAD2L1BP	0.183424971331255
GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.215434083601286	0.655503520770863	0.249697734744033	1.10328180242529	66	45	IGF1R;TRIM72;IGFBP6;PIK3CA;IGFBP5;MAPK1;IGF2R;GRB2;RAF1;MAP2K2	0.183424971331255
GOBP_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	0.213936714751047	0.655503520770863	-0.512941672410901	-1.20924679055065	1838	13	WNT4;DKK3;CYP11B2;CYP11A1;DGKQ;NR5A2	0.183424971331255
GOBP_MEDIUM_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.221218961625282	0.665847171624612	0.412576489158277	1.18433122226459	391	10	ACOT7;OXSM;ACAD9	0.176625440704464
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	0.229699416778825	0.675815484588089	0.465443209423494	1.17354440790009	511	7	TLR6;TLR2;CD14;TLR1	0.170171861696785
GOBP_MITOTIC_SISTER_CHROMATID_COHESION	0.229607250755287	0.675815484588089	0.2872857815884	1.15045250942617	151	28	MACROH2A1;BUB1;TNKS;NAA50;SMC1A;RAD21;STAG2;NIPBL;STAG1;POGZ;ATRX	0.170171861696785
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	0.230088495575221	0.675815484588089	0.234969554100791	1.11630492098902	25	67	IL1B;SPP1;DAB2;PLTP;PLA2G4A;FABP3;PTGES;CAV1;TREM2;C1QTNF1;ABCA5;PRKCD	0.170171861696785
