pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	-log10FDR
GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE	0.0816705336426914	0.388132974481659	0.493691819703506	1.43070583757681	175	14	APOC4;LPL;NFKB1;EHD1;MSR1	0.411019459483396
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_STORAGE	0.0845562543675751	0.396079296774431	0.635180730672445	1.47615171364023	241	7	LPL;EHD1;MSR1;APOB;SREBF2	0.402217857751242
GOBP_FATTY_ACID_DERIVATIVE_CATABOLIC_PROCESS	0.0870657178735873	0.404790613695857	0.538578689225588	1.45140157158052	207	11	HPGD;DPEP1;DPEP2;OXCT1	0.392769566492754
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.0913129318854886	0.418293798269555	0.464020856986324	1.39432043792084	184	16	CYP7A1;APOC1;CEACAM1;KLHL25;TRIB3;INSIG1;BRCA1;SIRT1	0.378518574332296
GOBP_MITOTIC_NUCLEAR_DIVISION	0.0909090909090909	0.418293798269555	0.239197872497396	1.20182650749771	1	240	IL1B;KIFC1;MKI67;IGF1;RIPOR2;CENPF;TGFB1;RGCC;AURKB;CCSAP;CDC25C;TPX2;TEX14;BMP7;PKMYT1;CD28;SKA1;NCAPG;CDC14A;DLGAP5;TNF;NEK2;BUB1;NDEL1;GEN1;KNSTRN;KIF15;EML4;UBE2S;NCAPH;SMC4;BORA	0.378518574332296
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS	0.0978336827393431	0.440853874277627	0.623077149108347	1.4480231483292	279	7	APOC2;APOA5	0.355705338222049
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.0983606557377049	0.440853874277627	0.299767691208006	1.21135780375305	83	53	PTTG1;NEK2;UBE2S;CDC20;CDK1;BUB1B;PLK1;CCNB1;BUB3;PSMC3;PSMD7;PSMA7;UBA52;PSMA2;CDC26;PSMB4;PSMD2;PSMD11;PSMD14;PSMC4;CCNA2;PSMC6;PSMB3;ANAPC7;ADRM1;PSMB2;ANAPC1;CDC23;PSMA3;PSMD12;PSMD1;PSMB7;PSMD13;PSMD8;PSMB6;PSMA6;PSMA4;PSMA1;PSMC5;UBE2D1;PSMA5;PSMC2;ANAPC16;ANAPC5;PSMD6;PSMC1;ANAPC10;CDC16;ANAPC4;UBE2C;PSMB5;PSMD3;ANAPC2	0.355705338222049
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	0.0979614949037373	0.440853874277627	-0.475320349185925	-1.3192332928615	864	37	HHATL;PORCN;CLIP3;ALOX12B;ZDHHC23;LCAT	0.355705338222049
GOBP_LIPOPROTEIN_METABOLIC_PROCESS	0.10192023633678	0.453545051698671	0.280939076002907	1.18320101495406	68	66	APOC2;APOA2;OLR1;APOA5;APOD;LDLR;APOC1;APOL4;APOL2	0.343379566966957
GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	0.106310403638431	0.467914136193307	0.403869775800691	1.3114911851917	186	21	TREM2;IL10;PYCR1	0.329833834102519
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.106651376146789	0.467914136193307	0.2997542997543	1.20583801060134	92	52	AURKB;PTTG1;UBE2S;CDC20;PLK1;SKP2;RB1;PSMC3;PSMD7;PSMA7;UBA52;PSMA2;CDC26;FZR1;PSMB4;PSMD2;PSMD11;PSMD14;PSMC4;PSMC6;PSMB3;ANAPC7;ADRM1;PSMB2;ANAPC1;CDC23;PSMA3;PSMD12;PSMD1;PSMB7;PSMD13;PSMD8;PSMB6;PSMA6;PSMA4;PSMA1;PSMC5;UBE2D1;PSMA5;PSMC2;ANAPC16;ANAPC5;PSMD6;AURKA;PSMC1;ANAPC10;CDC16;ANAPC4;UBE2C;PSMB5;PSMD3;ANAPC2	0.329833834102519
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	0.109909130246646	0.478834882123502	0.495691198623133	1.37263766222298	253	12	PIK3CG;APOC1;SIK1;SREBF1;FBXW7	0.319814219665063
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.11185086551265	0.480573029064695	0.369050004466343	1.26761032025345	167	27	AKR1D1;CYP8B1;CYP7A1;OSBPL6	0.318240606518092
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	0.111767378464334	0.480573029064695	-0.471272173883138	-1.30182061476157	983	36	HS3ST2;GPC1;HS3ST5;NDST3;NDST4	0.318240606518092
GOBP_GLUCOSAMINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	0.11402157164869	0.484303055671829	0.548992958097224	1.39230172545924	295	9	CHIT1;CHI3L1;CTBS;CHI3L2;GNPDA1	0.314882790798128
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	0.114273754709083	0.484303055671829	0.510224305704274	1.37499008774849	272	11	PTGS2;BMP7;FNDC5;TFE3;HNRNPU;RREB1;ZBTB7B;METRNL	0.314882790798128
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	0.11625460284061	0.489369037633109	0.427312058852152	1.32299921133126	220	18	RIPOR2;CCSAP	0.31036351191612
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	0.118520859671302	0.495560372988062	0.682507132667618	1.41196554648627	374	5	ACSL1;THBS1;AKT1;ACSL5;AKT2	0.304903428851025
GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	0.120812182741117	0.501773265651438	0.432263899797178	1.32082036884169	237	17	LDLR;SIK1;SREBF1;CNEP1R1;FBXW7;NR1H3;SIRT1	0.299492481501593
GOBP_GLUCOSE_METABOLIC_PROCESS	0.122950819672131	0.507273911627402	0.231646304845082	1.11234682663328	14	152	IGF1;SORD;APOD;ENO2;HK1;HK2;TFF3;SDS;PCK1;NNMT;SIK1;PFKFB1;LEPR;NR3C1;CCND2;TNF;ACTN3;G6PC3;GPD1;KBTBD2;FOXO1;GNMT;HK3;ALDOB;SERP1;LIPA;FBP2;GAPDHS;CRY1;KAT2B	0.294757472253067
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS	0.129582806573957	0.528433830320623	0.673031387694112	1.39236219761344	409	5	PIK3CG;APOC1	0.277009386645594
GOBP_MITOTIC_SPINDLE_ASSEMBLY	0.130624092888244	0.528433830320623	0.276967478984213	1.16301917132801	89	65	KIFC1;RIPOR2;AURKB;CCSAP;TPX2;NEK2;KIF15;CDC20;KIF4A;PRC1;KIF2A;STAG1;CLASP2;ABRAXAS2;MYBL2;CHMP4B;CDCA8;HNRNPU;RHOA	0.277009386645594
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS	0.129840546697039	0.528433830320623	0.263510950345475	1.16094694593865	56	88	APOC2;CPS1;APOA2;PIK3CG;APOA5;APOF;LDLR;LPL;APOC1;PCK1;SIK1;ACSL1;SREBF1;CNEP1R1;FBXW7;INSIG1;DGAT1;LIPA;LPIN2;TBL1XR1;MBOAT7;NR1H3;SIRT1;LPIN1;GPAT3;CETP	0.277009386645594
GOBP_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION	0.13193752077102	0.530303712518359	0.626042224469859	1.37841771815891	396	6	APOA2;CYP8B1	0.275475332488087
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	0.13487071977638	0.533091381192647	0.59158215787342	1.37482920046919	385	7	AURKB;KAT2B;CDCA8;BECN1;HNRNPU	0.27319833891704
GOBP_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	0.13366718027735	0.533091381192647	0.533498716305392	1.35300675953432	346	9	ZEB2;INHBA	0.27319833891704
GOBP_PHOSPHOLIPID_TRANSPORT	0.135198135198135	0.533091381192647	0.263706126392857	1.16514711877142	57	89	APOC2;APOA2;FASLG;APOA5;TNFAIP8L3;ATP10A;LDLR;APOC1;PITPNC1	0.27319833891704
GOBP_LIPID_EXPORT_FROM_CELL	0.137487636003956	0.535342482690406	0.313015889238624	1.2109395901338	138	43	IL1B;PTGS2;PTGES;TAC1;TNFSF11;P2RX7;INHBA;PLA2G4A;OXT	0.271368291333661
HALLMARK_GLYCOLYSIS	0.136752136752137	0.535342482690406	0.230531167184551	1.10780348482728	15	153	TGFBI;CXCR4;CD44;VCAN;ENO2;DCN;HK2;SPAG4;GYS2;TFF3;MIOX;MERTK;LDHC;HOMER1;PFKFB1	0.271368291333661
GOBP_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	0.142728500675371	0.552297241743829	0.459039756172071	1.29648068778517	316	13	GFPT2;B4GALNT2;MGAT1;UAP1;GNPDA1	0.257827125703403
GOBP_TRIGLYCERIDE_STORAGE	0.147449336128581	0.56073474975914	0.583043052824955	1.35498443197802	421	7	TREM2;APOC4	0.251242529043285
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	0.147609147609148	0.56073474975914	0.344822776991246	1.211464933507	212	29	APOC2;LDLR;APOC1	0.251242529043285
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	0.145860145860146	0.56073474975914	-0.673709873058319	-1.28475726936499	1019	6	PLIN5;ABCD2;IRS1	0.251242529043285
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	0.15038271049077	0.565658157369472	0.455321115523433	1.28597801188194	333	13	CYP7A1;SREBF1;ABCG1;PAQR3;MAPK1;QKI;PRKACA;SREBF2	0.247445945522693
GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	0.150973172014729	0.565658157369472	0.406592963038948	1.25885089898548	286	18	DCN;P2RX7;BCL2;IFI6;MYOC	0.247445945522693
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	0.151629072681704	0.565658157369472	0.368644624848939	1.23591588054781	241	24	IGFBP1;PCK1;NR3C1;PLXNA4;SREBF1;FOXO1;TRIM63	0.247445945522693
GOBP_CHOLESTEROL_IMPORT	0.156009244992296	0.578534283513097	0.515561342184129	1.30751576266288	404	9	APOA2;LDLR;STARD4;STARD5	0.237670899980356
GOBP_PROTEIN_LIPID_COMPLEX_ASSEMBLY	0.160332541567696	0.591048363293933	0.374086627405914	1.22519721539113	269	22	APOA2;APOC1;SOAT2;DGAT1;ABCA7;PLAGL2;ACSL3;APOB;PRKACA;APOE;SOAT1;FECH;MFSD2A;BIN1	0.228376980959147
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.162227602905569	0.594516450648056	0.426331811269117	1.25477531271464	334	15	CDKN1A;FOXO1;SMAD3;KLF4;FOXO3;CCNG2;CDKN1B;GADD45A	0.225836123674679
GOBP_EXIT_FROM_MITOSIS	0.167200512491992	0.609157422704744	0.359465558251498	1.21728278604875	260	25	TGFB1;RGCC;CDC14A;UBE2S	0.215270459457121
GOBP_N_TERMINAL_PROTEIN_LIPIDATION	0.171743171743172	0.622069744162768	-0.659351871927297	-1.25737672016376	1200	6	HHATL	0.206160921085712
GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	0.172958397534669	0.622850183029472	0.501628961324186	1.2721818341945	448	9	LPL;SIRT1;GHRL;NCOA2;NCOA1;PPARG;SORL1	0.205616403594634
GOBP_MITOCHONDRIAL_DEPOLARIZATION	0.173990498812352	0.622965981379856	0.36797709400734	1.20518745626346	292	22	DCN;P2RX7;BCL2;IFI6;MYOC	0.205535668432951
GOBP_INTESTINAL_CHOLESTEROL_ABSORPTION	0.178654292343387	0.632395591647332	0.426308923088139	1.23543198515945	384	14	APOA2;CYP8B1;LDLR;SOAT2	0.19901116614323
GOBP_LIPID_DIGESTION	0.178654292343387	0.632395591647332	0.426308923088139	1.23543198515945	384	14	APOA2;CYP8B1;LDLR;SOAT2	0.19901116614323
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT	0.184177480117204	0.644621180410214	0.464502259534347	1.25177494575629	439	11	ATF5;ESR1;DNAJA1;HSPA9;FOXO3;NRF1;AKT1	0.190695428913415
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.184010152284264	0.644621180410214	0.27788358662174	1.13435067704012	144	56	ADH4;LDLR;LPL;ATF5;NIBAN1;ANTXR2;STARD4	0.190695428913415
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	0.185383980181668	0.645219104207705	-0.613859435989188	-1.25200227076295	1346	8	ADIPOQ	0.190292782124434
GOBP_SHORT_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	0.189099368560984	0.645656679856793	0.581605813383264	1.2805777738564	568	6	PCK1;ACADS;PCK2;PCCB;PCCA;PHYH	0.189998351475972
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.187006960556845	0.645656679856793	0.422949091346872	1.22569528162567	402	14	ACSM1;PCK1	0.189998351475972
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS	0.189655172413793	0.645656679856793	0.321965808150694	1.17370401993414	241	34	PSMC3;PSMD7;PSMA7;UBA52;CUL1;PSMA2;PSMB4;PSMD2;PSMD11;PSMD14;PSMC4;PSMC6;PSMB3;ADRM1;PSMB2;PSMA3;PSMD12;PSMD1;PSMB7;PSMD13;PSMD8;PSMB6;PSMA6;PSMA4;PSMA1;PSMC5;PSMA5;PSMC2;PSMD6;AURKA;PSMC1;PSMB5;PSMD3;FBXL7	0.189998351475972
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	0.189220183486239	0.645656679856793	0.281909167457249	1.13405142123254	164	52	TREM2;IL10;FYN;CYP1B1;PYCR1	0.189998351475972
GOBP_NEGATIVE_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT	0.191283292978208	0.647660280029477	0.41276017397133	1.21483141224968	394	15	IL1B;PRKCB	0.188652736716326
GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	0.195998470753154	0.660038093401162	-0.534056272814905	-1.24199119626098	1537	14	LMO3;LEP;ALOX15B;PLIN5	0.180430998887662
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	0.197070572569907	0.660080466188451	0.342984153091853	1.17807952006751	295	27	LDLR;APOC1;PLA2G7;PLCB1;PLA2G4A;GPCPD1;PNPLA8;ABHD12	0.180403119167958
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.199033816425121	0.662765957446809	0.298612100616616	1.14967011677838	205	42	B3GAT2;VCAN;CHST15;DCN;DSE;CHST3;CHSY1;CHST11	0.178639806940529
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	0.2	0.662765957446809	0.226207157500214	1.13297683508837	0	359	AIF1;ZC3H12D;CCL2;GPNMB;CENPF;TGFB1;PLK3;RGCC;PIM2;E2F3;DPF3;AURKB;CDKN1A;DTL;CDC25B;UBD;CDC25C;CDKN2D;TEX14;CCND3;PKMYT1;SKA1;PLCB1;FOXN3;DPF1;CDC14A;TM4SF5;CCNB3;CCND2;DLGAP5;ANXA1;CCNH;BRSK1;GTPBP4;INHBA;BCL2;BUB1;NABP1;GEN1;DGKZ;DDX3X;UBE2S;DACT1;BCAT1;CRLF3;ACTB;DCUN1D3;CCNE2;CDKN3;E2F1;BRCA1;RPS6KB1;EZH2;CDC20	0.178639806940529
GOBP_MITOTIC_G1_S_TRANSITION_CHECKPOINT_SIGNALING	0.20139211136891	0.663848070808628	0.415332375870111	1.20362224160182	433	14	PLK3;CDKN1A;DGKZ	0.177931302498314
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	0.212066636650158	0.695355340173938	0.422480131181397	1.19322416780891	470	13	APOC2	0.157793205713237
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	0.215353938185444	0.702437191044667	0.564664972582587	1.24327748610035	647	6	NR1H3;RXRB;NCOA1;RXRA;NCOR1;NR1H2	0.153392502458045
GOBP_BROWN_FAT_CELL_DIFFERENTIATION	0.220708446866485	0.716152929155313	0.296780898591919	1.12770897363732	242	40	PTGS2;RGS2;PLAC8;EBF2;BMP7;ADRB2;CEBPA;TRPV4;MB;DUSP10	0.14499422741782
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	0.23172514619883	0.718328964639513	0.489966261588627	1.1963071962746	633	8	DCN;P2RX7;MYOC	0.143676621483314
GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY	0.230370665603826	0.718328964639513	0.453014703369441	1.18636717599799	577	10	APOC1;SOAT2;DGAT1;ACSL3;APOB;SOAT1;FECH;MFSD2A	0.143676621483314
GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	0.226450116009281	0.718328964639513	0.407060851327235	1.17965158222112	487	14	APOA2;LPL;APOC1	0.143676621483314
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.231756214915798	0.718328964639513	0.308137582031886	1.13301809092811	288	35	TREM2;IL10;FYN;PYCR1	0.143676621483314
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	0.231225296442688	0.718328964639513	0.287744664596748	1.12093585445272	233	44	SLC7A5;IFI16;BCL2;SLC2A1;YWHAZ;UPP1;SESN3;HIGD1A;SIRT1;HSPA5;EIF2AK3;YWHAG;MYBBP1A;ZC3H12A	0.143676621483314
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	0.230088495575221	0.718328964639513	0.235535648952702	1.07890762992004	51	119	E2F3;CDKN1A;CDKN2D;CCND3;CCND2;CCNH;LYN;AKT3;TYMS;DYRK1A;CCNE2;E2F1;E2F2;PPP2R2A;PCNA;PTK6;CCNE1;JAK2;MCM10;DBF4;CDKN2C;CDK6;MYBL2;FBXO5;LIN52;CDK1	0.143676621483314
GOBP_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING	0.228575606902603	0.718328964639513	-0.660421816763131	-1.20048288132864	1562	5	ANO3;ANO4;ANO7	0.143676621483314
GOBP_REGULATION_OF_PROTEIN_LIPIDATION	0.23037323037323	0.718328964639513	-0.632950716892477	-1.20703000979622	1610	6	HHATL	0.143676621483314
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP	0.2267449619645	0.718328964639513	-0.562999530865794	-1.21238761038632	1698	10	GATA4;GIP;FFAR1	0.143676621483314
GOBP_FATTY_ACID_ELONGATION_SATURATED_FATTY_ACID	0.233376233376233	0.71976927422472	-0.631662208314161	-1.20457283820229	1631	6	ELOVL3;ELOVL2	0.142806696609851
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	0.25	0.721829464671458	0.237194987885078	1.20564871888622	0	411	IL1B;AIF1;ZC3H12D;IL10;MKI67;CCL2;IGF1;GPNMB;CENPF;TGFB1;PLK3;RGCC;PIM2;DPF3;AURKB;CDKN1A;DTL;CDC25B;RBM46;UBD;CDC25C;CDKN2D;TEX14;BMP7;CCND3;PKMYT1;SIK1;CD28;SKA1;PLCB1;FOXN3;DPF1;CDC14A;TM4SF5;CCND2;DLGAP5;ANXA1;CCNH;BRSK1;TNF;GTPBP4;NEK2;INHBA;BCL2;BUB1;NABP1;GEN1;DGKZ;DDX3X;DACT1;CRLF3;YTHDC2;ACTB;E4F1;HECA;BORA;DCUN1D3;CCNE2;IL1A;E2F1;BRCA1;RPS6KB1;EZH2;CDC20;STAT5A;PAFAH1B1;BCL6;GBF1;BRINP3;BABAM2;BID;ESPL1;CCNE1;EME1;TRIM39;UBE2E2;NUF2	0.141565394258983
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	0.236842105263158	0.721829464671458	0.488449491602875	1.19260383342842	647	8	ACSL1;SLC2A1	0.141565394258983
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	0.242690058479532	0.721829464671458	0.484754394941398	1.18358184339849	663	8	FOXO1;KAT2B;SIRT1;FOXO3	0.141565394258983
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	0.242319342276071	0.721829464671458	0.420710481522249	1.16500565963944	559	12	LDLR;SREBF1;CNEP1R1;NR1H3;DGAT2	0.141565394258983
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	0.237401335761991	0.721829464671458	0.345091600626321	1.14853430616688	390	23	AURKB;SKA1;KAT2B;NUF2;SIRT1;MAPRE1;KIF2C;CDCA8;CDK1;BECN1;HNRNPU;CDT1	0.141565394258983
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	0.242983159582999	0.721829464671458	0.306838180953741	1.12824020918061	302	35	SREBF1;TBL1XR1;TBL1X;IDI1;LSS;MVD;SREBF2;CYP51A1;NFYA;NCOA2;NCOA1;CARM1;TGS1;DHCR7;HMGCS1;RXRA;NFYC;ELOVL6;MED1;PPARA;GPAM;NCOA6;SC5D;HMGCR;GGPS1;SQLE;FDFT1;CHD9;SP1;ACACA;MVK;MTF1;NFYB;PMVK	0.141565394258983
GOBP_MITOCHONDRIAL_FUSION	0.246922519913106	0.721829464671458	0.316062174531684	1.1271614754092	340	31	BCL2A1;ADCK1	0.141565394258983
GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	0.240035429583702	0.721829464671458	0.296007254125388	1.12276496363378	270	39	IL1B;IGF1;CD28;SKA1;DLGAP5;TNF	0.141565394258983
GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	0.250265111346766	0.721829464671458	0.279836249575016	1.10365042512759	235	47	GFI1;CYP7A1;APOC1;NFKB1;SIK1;CEACAM1;KLHL25;ASXL3;FBXW7;TRIB3;INSIG1;BRCA1;SNAI1	0.141565394258983
GOBP_RESPONSE_TO_OXIDATIVE_STRESS	0.25	0.721829464671458	0.211409815129473	1.07355823340202	1	331	AIF1;NR4A3;CD38;PTGS2;AMBP;TAT;BTK;IPCEF1;HMOX1;DUOX2;FYN;PLK3;CYP1B1;UCP2;NR4A2;APOD;SLC8A1;PYCR1;CA3;TNFAIP3;AREG;COL1A1;FABP1;BMP7;PRR5L;IL18RAP;GCH1;TLDC2;HAO1;SLC23A2;IL6;BCL2;PNPLA8;STK26;FOXO1;TMIGD1;LPO;FUT8;NUDT1;MPO;ERN1;CASP3;PPP1R15B;SNCA;ATP2A2;MB;NOS3;STAT1;SESN3;EZH2;NCOA7	0.141565394258983
GOBP_FATTY_ACID_BETA_OXIDATION	0.241070465091184	0.721829464671458	-0.389360757755621	-1.15195338239457	2233	61	ADIPOQ;CPT1B;LEP;PLIN5;PEX7;ABCB11;ABCD2;BDH2;IRS1;ACADVL;ABCD3;ABCD4;ACOX2;SLC27A2;ETFDH;HADHA;EHHADH;HADHB;ETFB;ECHDC2;OSGIN1;ACAT1;HSD17B4;TYSND1;HSD17B10;DECR1;PEX2;MCAT;ECHDC1;SLC25A17;ALDH1L2;ECI1;ETFA;ACAD11;SCP2;ECI2;ACAD10;AUH;ACADM;ACAA2	0.141565394258983
REACTOME_TRIGLYCERIDE_METABOLISM	0.249882352941176	0.721829464671458	-0.444072376000755	-1.17190871870427	2123	27	MOGAT1;MOGAT2;LPIN3;GPAT2	0.141565394258983
GOBP_GALACTOLIPID_BIOSYNTHETIC_PROCESS	0.24553963147119	0.721829464671458	-0.653582282642794	-1.18805030654186	1678	5	UGT8;FA2H;B3GALT2;GAL3ST1	0.141565394258983
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	0.248939724971083	0.721829464671458	-0.521450588985922	-1.19225782772817	1936	13	PLIN5;ABCB11;ABCD2;IRS1	0.141565394258983
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	0.252839756592292	0.72589478505529	-0.351253372652386	-1.11407834556234	2492	139	NGRN;RPUSD4;TWNK;RPUSD3;MTG2;METTL4;MTERF4;TRMT5;MRPL4;MRPL2;RARS2;FASTKD5;MRPL45;MRPS2;MRPL40;MRPS12;RMND1;MRPL15;MRPL17;POLRMT;EARS2;MRPL30;MTIF3;MRPL32;MRPL57;TRIT1;FASTK;MRPL52;GATB;LARS2;TRUB2;CDK5RAP1;GFM1;MRPL24;MRPS30;FASTKD2;OXA1L;PUS1;MRPL22;MRPL13;TFB1M;TSFM;TARS2;MRPL3;MTRF1L;MRPL55;MALSU1;ELAC2;MRPS26;PNPT1;MRPS24;MRPS7;MRPL48;TEFM;MRPL37;MTERF1;TFAM;MTERF3;MRPS33;MRPL16;MTIF2;MRPS18B;MRPS21;MRPL11;MRPS23;MRPS18C;MRPL21;KAT8;ANGEL2;METTL8;GARS1;TACO1;MRPS22;DAP3;HSD17B10;MRPL35;MRPS34;MRPL19;TRNT1;PTCD3;MRPL43;IARS2;GATC;UQCC2;TRMT61B;THAP11;MRPL44;MRPL42;MRPL14;TUFM;GADD45GIP1;MRPS16;MTERF2;MTPAP;NSUN3;GTPBP3;HARS1;CHCHD10;MRPS28;FASTKD3;MRPL50;MRPS9;MRPL39;MRPS31;LRPPRC	0.139126323626798
GOBP_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION	0.256953223767383	0.727644810941271	0.57453637660485	1.18859647048433	812	5	SQSTM1;BECN1;GPS2;ATG13;ATG14	0.138080563394607
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS	0.256176853055917	0.727644810941271	0.265775983481954	1.09137304369885	196	58	HACD1;HMGCS2;HPGD;DPEP1;ACSBG1;FAR1;ACSL1;DPEP2;OXCT1	0.138080563394607
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS	0.254681647940075	0.727644810941271	0.237911367167289	1.0842726652693	67	112	APOC2;CPS1;APOA2;PIK3CG;APOA5;APOF;LDLR;LPL;APOC1;PCK1;SIK1;ACSL1;PLA2G4A;SREBF1;DGKZ;CNEP1R1;DGKA;ABHD12;DGKD;FBXW7;INSIG1;DGAT1;SNCA;LIPA	0.138080563394607
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.261650758001123	0.734272172228377	0.352500334567516	1.12618613713299	465	20	SREBF1;IDI1;LSS;MVD;LBR;SREBF2;CYP51A1;MSMO1;DHCR7;HMGCS1;SC5D;HMGCR;GGPS1;SQLE;FDFT1;MVK;DHCR24;PMVK;NSDHL;ARV1	0.134142930564712
GOBP_PROTEIN_PALMITOYLATION	0.261253526309334	0.734272172228377	-0.474017956360655	-1.1730971412795	2129	19	HHATL;CLIP3;ZDHHC23	0.134142930564712
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	0.270859671302149	0.750136398698098	0.564639800285307	1.16812250893502	856	5	NR1H3;RXRB;RXRA;MYLIP;NR1H2	0.124859760853645
